iterate,x,y,value,best
1,0.19997187081673717,0.05612080396269825,0.9746324119257168,0.9746324119257168
2,0.6286392417097573,0.3068123228004107,0.5454347599278817,0.9746324119257168
3,0.6381905177285861,0.3281999771918579,0.5544312131051378,0.9746324119257168
4,0.78607421696623,0.6674572362807936,0.15045202855465958,0.9746324119257168
5,0.9252310589782717,0.7556952468639028,0.06692679934694135,0.9746324119257168
6,0.9134892570568865,0.20237268871009195,0.34309778897682175,0.9746324119257168
7,0.4207260493718621,0.04931575150753764,0.5984355589921787,0.9746324119257168
8,0.21973815189293222,0.23252060371033423,1.2084115427563897,1.2084115427563897
9,0.6478982903266443,0.3721199860052369,0.5441140722416142,1.2084115427563897
10,0.17824494468223118,0.5180953798372976,0.4933768123406817,1.2084115427563897
11,0.8469791575187642,0.41945723485558795,0.49264675361112625,1.2084115427563897
12,0.8880151320670844,0.6911300449313483,0.09921612023713391,1.2084115427563897
13,0.8595512377750465,0.26229058468519484,0.5073504969856235,1.2084115427563897
14,0.5817461874749281,0.6977928683756773,0.14758943754343398,1.2084115427563897
15,0.20105863856186446,0.2416540141423421,1.2028155186566893,1.2084115427563897
16,0.885452853630164,0.20188218020506932,0.38832179725916627,1.2084115427563897
17,0.811017767071202,0.2072674798302251,0.49315002380705364,1.2084115427563897
18,0.2444568313085811,0.0652955788756826,0.9705436604600153,1.2084115427563897
19,0.7042367271400223,0.22796897702164975,0.5488824814393694,1.2084115427563897
20,0.44039049361783067,0.3428499665355532,0.564329318108951,1.2084115427563897
21,0.7765273396587207,0.5375089409016341,0.32888194121735054,1.2084115427563897
22,0.3816143862045205,0.42439325925248594,0.5236347362547361,1.2084115427563897
23,0.4664301900182294,0.0539940617264042,0.513292175481613,1.2084115427563897
24,0.9286498798659923,0.42309420604767045,0.34553303773445465,1.2084115427563897
25,0.052698310989357955,0.3733331345821357,0.7278735158180569,1.2084115427563897
26,0.09866367939269394,0.5295894819867745,0.47307221631156865,1.2084115427563897
27,0.7144111649563665,0.7237312754894846,0.135230545477024,1.2084115427563897
28,0.2989838339797457,0.13327310093459688,1.0250724167364524,1.2084115427563897
29,0.02318308893033072,0.6800868270894965,0.3619790714360837,1.2084115427563897
30,0.6772368439945701,0.6399131070493519,0.19696817587141105,1.2084115427563897
31,0.6694481500014258,0.7844807274508233,0.12463970193377347,1.2084115427563897
32,0.41608530439738156,0.8227863911923792,0.006134562009938255,1.2084115427563897
33,0.9350879332863763,0.23658148699881143,0.34046535351298246,1.2084115427563897
34,0.14461580175522737,0.5264391939320869,0.4812132447379843,1.2084115427563897
35,0.4032334621542246,0.7665199528856055,0.005804455416710763,1.2084115427563897
36,0.4515616035909623,0.3492335174218698,0.5377927635886388,1.2084115427563897
37,0.7204281561270842,0.16176424566451875,0.4493718729301546,1.2084115427563897
38,0.28636795254917036,0.2642290226457794,1.0812651603248442,1.2084115427563897
39,0.20927325380007245,0.020379336695012462,0.8899712807635944,1.2084115427563897
40,0.5210831654500481,0.5264147824576523,0.29807595888165933,1.2084115427563897
41,0.7828779996845564,0.6626331173555445,0.1553568954667786,1.2084115427563897
42,0.2925692033085485,0.9313129791394228,0.21850444723716686,1.2084115427563897
